datetimeobject,variable,value
2020-04-06,15d,1201.5
2020-04-07,15d,1256.5
2020-04-08,15d,1272.0
2020-04-09,15d,1362.5
2020-04-10,15d,1692.0
2020-04-11,15d,1950.0
2020-04-12,15d,1950.0
2020-04-13,15d,1950.0
2020-04-14,15d,1964.0
2020-04-15,15d,1977.0
2020-04-16,15d,2018.5
2020-04-17,15d,2066.0
2020-04-18,15d,2066.0
2020-04-19,15d,2066.0
2020-04-20,15d,2066.0
2020-04-21,15d,2109.0
2020-04-22,15d,2109.0
2020-04-23,15d,2109.0
2020-04-24,15d,2109.0
2020-04-25,15d,2109.0
2020-04-26,15d,2109.0
2020-04-27,15d,2109.0
2020-04-28,15d,2109.0
2020-04-29,15d,2109.0
2020-04-30,15d,2097.0
2020-05-01,15d,2071.0
2020-05-02,15d,2053.5
2020-05-03,15d,2053.5
2020-05-04,15d,2053.5
2020-05-05,15d,2091.0
2020-05-06,15d,2053.5
2020-05-07,15d,2079.5
2020-05-08,15d,2079.5
2020-05-09,15d,2079.5
2020-05-10,15d,2079.5
2020-05-11,15d,2079.5
2020-05-12,15d,2079.5
2020-05-13,15d,2024.5
2020-05-14,15d,1901.5
2020-05-15,15d,1825.0
2020-05-16,15d,1825.0
2020-05-17,15d,1825.0
2020-05-18,15d,1825.0
2020-05-19,15d,1825.0
2020-05-20,15d,1737.5
2020-05-21,15d,1599.0
2020-05-22,15d,1487.0
2020-05-23,15d,1452.0
2020-05-24,15d,1432.0
2020-05-25,15d,1432.0
2020-05-26,15d,1432.0
2020-05-27,15d,1390.0
2020-05-28,15d,1361.5
2020-05-29,15d,1330.0
2020-05-30,15d,1321.5
2020-05-31,15d,1321.5
2020-06-01,15d,1321.5
2020-06-02,15d,1321.5
2020-06-03,15d,1272.0
2020-06-04,15d,1202.5
2020-06-05,15d,1119.5
2020-06-06,15d,1025.5
2020-06-07,15d,975.0
2020-06-08,15d,975.0
2020-06-09,15d,975.0
2020-06-10,15d,975.0
2020-06-11,15d,944.0
2020-06-12,15d,913.5
2020-06-13,15d,898.0
2020-06-14,15d,893.0
2020-06-15,15d,893.0
2020-06-16,15d,893.0
2020-06-17,15d,886.5
2020-06-18,15d,854.0
2020-06-19,15d,797.5
2020-06-20,15d,769.5
2020-06-21,15d,769.5
2020-06-22,15d,769.5
2020-06-23,15d,769.5
2020-06-24,15d,748.0
2020-06-25,15d,748.0
2020-06-26,15d,726.5
2020-06-27,15d,716.0
2020-06-28,15d,716.0
2020-06-29,15d,716.0
2020-06-30,15d,716.0
2020-07-01,15d,706.0
2020-07-02,15d,702.5
2020-07-03,15d,699.0
2020-07-04,15d,699.0
2020-07-05,15d,699.0
2020-07-06,15d,699.0
2020-07-07,15d,704.5
2020-07-08,15d,712.5
2020-07-09,15d,784.0
2020-07-10,15d,777.5
2020-07-11,15d,805.5
2020-07-12,15d,805.5
2020-07-13,15d,805.5
2020-07-14,15d,805.5
2020-07-15,15d,856.0
2020-07-16,15d,862.5
2020-07-17,15d,882.0
2020-07-18,15d,884.5
2020-07-19,15d,884.5
2020-07-20,15d,884.5
2020-07-21,15d,909.5
2020-07-22,15d,924.0
2020-07-23,15d,962.5
2020-07-24,15d,1006.0
2020-07-25,15d,1037.5
2020-07-26,15d,1037.5
2020-07-27,15d,1038.5
2020-01-22,16d,
2020-01-23,16d,
2020-01-24,16d,
2020-01-25,16d,
2020-01-26,16d,
2020-01-27,16d,
2020-01-28,16d,
2020-01-29,16d,
2020-01-30,16d,
2020-01-31,16d,
2020-02-01,16d,
2020-02-02,16d,
2020-02-03,16d,
2020-02-04,16d,
2020-02-05,16d,
2020-02-06,16d,0.0
2020-02-07,16d,0.0
2020-02-08,16d,0.0
2020-02-09,16d,0.0
2020-02-10,16d,0.0
2020-02-11,16d,0.0
2020-02-12,16d,0.0
2020-02-13,16d,0.0
2020-02-14,16d,0.0
2020-02-15,16d,0.0
2020-02-16,16d,0.0
2020-02-17,16d,0.0
2020-02-18,16d,0.0
2020-02-19,16d,0.0
2020-02-20,16d,0.0
2020-02-21,16d,0.0
2020-02-22,16d,0.0
2020-02-23,16d,0.0
2020-02-24,16d,0.0
2020-02-25,16d,0.0
2020-02-26,16d,0.0
2020-02-27,16d,0.0
2020-02-28,16d,0.0
2020-02-29,16d,0.0
2020-03-01,16d,0.25
2020-03-02,16d,1.25
2020-03-03,16d,2.0
2020-03-04,16d,2.0
2020-03-05,16d,2.25
2020-03-06,16d,3.0
2020-03-07,16d,3.0
2020-03-08,16d,3.0
2020-03-09,16d,3.25
2020-03-10,16d,3.25
2020-03-11,16d,4.0
2020-03-12,16d,4.0
2020-03-13,16d,4.0
2020-03-14,16d,4.5
2020-03-15,16d,6.0
2020-03-16,16d,6.5
2020-03-17,16d,8.25
2020-03-18,16d,10.5
2020-03-19,16d,16.5
2020-03-20,16d,21.25
2020-03-21,16d,24.25
2020-03-22,16d,34.75
2020-03-23,16d,49.75
2020-03-24,16d,62.75
2020-03-25,16d,75.25
2020-03-26,16d,108.5
2020-03-27,16d,165.0
2020-03-28,16d,231.25
2020-03-29,16d,251.75
2020-03-30,16d,333.5
2020-03-31,16d,429.75
2020-04-01,16d,516.75
2020-04-02,16d,533.5
2020-04-03,16d,648.0
2020-04-04,16d,892.75
2020-04-05,16d,1028.25
2020-04-06,16d,1175.25
2020-04-07,16d,1255.25
2020-04-08,16d,1265.5
2020-04-09,16d,1323.75
2020-04-10,16d,1566.0
2020-04-11,16d,1947.0
2020-04-12,16d,1947.0
2020-04-13,16d,1947.0
2020-04-14,16d,1960.0
2020-04-15,16d,1974.5
2020-04-16,16d,2000.25
2020-04-17,16d,2060.5
2020-04-18,16d,2060.5
2020-04-19,16d,2060.5
2020-04-20,16d,2060.5
2020-04-21,16d,2093.0
2020-04-22,16d,2093.0
2020-04-23,16d,2093.0
2020-04-24,16d,2093.0
2020-04-25,16d,2093.0
2020-04-26,16d,2093.0
2020-04-27,16d,2093.0
2020-04-28,16d,2093.0
2020-04-29,16d,2177.5
2020-04-30,16d,2123.0
2020-05-01,16d,2087.0
2020-05-02,16d,2068.0
2020-05-03,16d,2047.75
2020-05-04,16d,2047.75
2020-05-05,16d,2078.0
2020-05-06,16d,2078.0
2020-05-07,16d,2078.0
2020-05-08,16d,2060.75
2020-05-09,16d,2060.75
2020-05-10,16d,2060.75
2020-05-11,16d,2060.75
2020-05-12,16d,2060.75
2020-05-13,16d,2060.75
2020-05-14,16d,1978.25
2020-05-15,16d,1886.25
2020-05-16,16d,1802.0
2020-05-17,16d,1802.0
2020-05-18,16d,1802.0
2020-05-19,16d,1802.0
2020-05-20,16d,1802.0
2020-05-21,16d,1716.75
2020-05-22,16d,1550.5
2020-05-23,16d,1479.5
2020-05-24,16d,1442.0
2020-05-25,16d,1412.0
2020-05-26,16d,1412.0
2020-05-27,16d,1412.0
2020-05-28,16d,1389.0
2020-05-29,16d,1348.25
2020-05-30,16d,1327.5
2020-05-31,16d,1319.75
2020-06-01,16d,1319.75
2020-06-02,16d,1319.75
2020-06-03,16d,1319.75
2020-06-04,16d,1249.0
2020-06-05,16d,1190.75
2020-06-06,16d,1089.75
2020-06-07,16d,1008.25
2020-06-08,16d,967.0
2020-06-09,16d,967.0
2020-06-10,16d,967.0
2020-06-11,16d,967.0
2020-06-12,16d,936.5
2020-06-13,16d,905.75
2020-06-14,16d,898.0
2020-06-15,16d,890.5
2020-06-16,16d,890.5
2020-06-17,16d,890.5
2020-06-18,16d,885.75
2020-06-19,16d,838.5
2020-06-20,16d,784.75
2020-06-21,16d,768.25
2020-06-22,16d,768.25
2020-06-23,16d,768.25
2020-06-24,16d,768.25
2020-06-25,16d,768.25
2020-06-26,16d,738.5
2020-06-27,16d,725.25
2020-06-28,16d,712.0
2020-06-29,16d,712.0
2020-06-30,16d,712.0
2020-07-01,16d,712.0
2020-07-02,16d,705.0
2020-07-03,16d,701.75
2020-07-04,16d,698.0
2020-07-05,16d,698.0
2020-07-06,16d,698.0
2020-07-07,16d,702.75
2020-07-08,16d,712.0
2020-07-09,16d,759.75
2020-07-10,16d,857.25
2020-07-11,16d,781.25
2020-07-12,16d,781.25
2020-07-13,16d,781.25
2020-07-14,16d,781.25
2020-07-15,16d,855.0
2020-07-16,16d,860.25
2020-07-17,16d,874.5
2020-07-18,16d,878.25
2020-07-19,16d,878.25
2020-07-20,16d,878.25
2020-07-21,16d,903.25
2020-07-22,16d,929.25
2020-07-23,16d,956.75
2020-07-24,16d,990.0
2020-07-25,16d,1037.25
2020-07-26,16d,1037.25
2020-07-27,16d,1038.25
2020-01-22,17d,
2020-01-23,17d,
2020-01-24,17d,
2020-01-25,17d,
2020-01-26,17d,
2020-01-27,17d,
2020-01-28,17d,
2020-01-29,17d,
2020-01-30,17d,
2020-01-31,17d,
2020-02-01,17d,
2020-02-02,17d,
2020-02-03,17d,
2020-02-04,17d,
2020-02-05,17d,
2020-02-06,17d,
2020-02-07,17d,0.0
2020-02-08,17d,0.0
2020-02-09,17d,0.0
2020-02-10,17d,0.0
2020-02-11,17d,0.0
2020-02-12,17d,0.0
2020-02-13,17d,0.0
2020-02-14,17d,0.0
2020-02-15,17d,0.0
2020-02-16,17d,0.0
2020-02-17,17d,0.0
2020-02-18,17d,0.0
2020-02-19,17d,0.0
2020-02-20,17d,0.0
2020-02-21,17d,0.0
2020-02-22,17d,0.0
2020-02-23,17d,0.0
2020-02-24,17d,0.0
2020-02-25,17d,0.0
2020-02-26,17d,0.0
2020-02-27,17d,0.0
2020-02-28,17d,0.0
2020-02-29,17d,0.0
2020-03-01,17d,0.0
2020-03-02,17d,1.0
2020-03-03,17d,2.0
2020-03-04,17d,2.0
2020-03-05,17d,2.0
2020-03-06,17d,3.0
2020-03-07,17d,3.0
2020-03-08,17d,3.0
2020-03-09,17d,3.0
2020-03-10,17d,3.0
2020-03-11,17d,4.0
2020-03-12,17d,4.0
2020-03-13,17d,4.0
2020-03-14,17d,4.0
2020-03-15,17d,6.0
2020-03-16,17d,6.0
2020-03-17,17d,8.0
2020-03-18,17d,9.0
2020-03-19,17d,15.0
2020-03-20,17d,21.0
2020-03-21,17d,22.0
2020-03-22,17d,31.0
2020-03-23,17d,46.0
2020-03-24,17d,61.0
2020-03-25,17d,68.0
2020-03-26,17d,97.0
2020-03-27,17d,143.0
2020-03-28,17d,231.0
2020-03-29,17d,232.0
2020-03-30,17d,311.0
2020-03-31,17d,401.0
2020-04-01,17d,516.0
2020-04-02,17d,519.0
2020-04-03,17d,577.0
2020-04-04,17d,861.0
2020-04-05,17d,988.0
2020-04-06,17d,1149.0
2020-04-07,17d,1254.0
2020-04-08,17d,1259.0
2020-04-09,17d,1285.0
2020-04-10,17d,1440.0
2020-04-11,17d,1944.0
2020-04-12,17d,1944.0
2020-04-13,17d,1944.0
2020-04-14,17d,1956.0
2020-04-15,17d,1972.0
2020-04-16,17d,1982.0
2020-04-17,17d,2055.0
2020-04-18,17d,2055.0
2020-04-19,17d,2055.0
2020-04-20,17d,2055.0
2020-04-21,17d,2077.0
2020-04-22,17d,2077.0
2020-04-23,17d,2077.0
2020-04-24,17d,2077.0
2020-04-25,17d,2077.0
2020-04-26,17d,2077.0
2020-04-27,17d,2077.0
2020-04-28,17d,2077.0
2020-04-29,17d,2141.0
2020-04-30,17d,2141.0
2020-05-01,17d,2117.0
2020-05-02,17d,2077.0
2020-05-03,17d,2065.0
2020-05-04,17d,2042.0
2020-05-05,17d,2065.0
2020-05-06,17d,2065.0
2020-05-07,17d,2117.0
2020-05-08,17d,2065.0
2020-05-09,17d,2042.0
2020-05-10,17d,2042.0
2020-05-11,17d,2042.0
2020-05-12,17d,2042.0
2020-05-13,17d,2042.0
2020-05-14,17d,2042.0
2020-05-15,17d,1932.0
2020-05-16,17d,1871.0
2020-05-17,17d,1779.0
2020-05-18,17d,1779.0
2020-05-19,17d,1779.0
2020-05-20,17d,1779.0
2020-05-21,17d,1779.0
2020-05-22,17d,1696.0
2020-05-23,17d,1502.0
2020-05-24,17d,1472.0
2020-05-25,17d,1432.0
2020-05-26,17d,1392.0
2020-05-27,17d,1392.0
2020-05-28,17d,1392.0
2020-05-29,17d,1388.0
2020-05-30,17d,1335.0
2020-05-31,17d,1325.0
2020-06-01,17d,1318.0
2020-06-02,17d,1318.0
2020-06-03,17d,1318.0
2020-06-04,17d,1318.0
2020-06-05,17d,1226.0
2020-06-06,17d,1179.0
2020-06-07,17d,1060.0
2020-06-08,17d,991.0
2020-06-09,17d,959.0
2020-06-10,17d,959.0
2020-06-11,17d,959.0
2020-06-12,17d,959.0
2020-06-13,17d,929.0
2020-06-14,17d,898.0
2020-06-15,17d,898.0
2020-06-16,17d,888.0
2020-06-17,17d,888.0
2020-06-18,17d,888.0
2020-06-19,17d,885.0
2020-06-20,17d,823.0
2020-06-21,17d,772.0
2020-06-22,17d,767.0
2020-06-23,17d,767.0
2020-06-24,17d,767.0
2020-06-25,17d,772.0
2020-06-26,17d,767.0
2020-06-27,17d,729.0
2020-06-28,17d,724.0
2020-06-29,17d,708.0
2020-06-30,17d,708.0
2020-07-01,17d,708.0
2020-07-02,17d,708.0
2020-07-03,17d,704.0
2020-07-04,17d,701.0
2020-07-05,17d,697.0
2020-07-06,17d,697.0
2020-07-07,17d,701.0
2020-07-08,17d,708.0
2020-07-09,17d,724.0
2020-07-10,17d,854.0
2020-07-11,17d,854.0
2020-07-12,17d,757.0
2020-07-13,17d,757.0
2020-07-14,17d,757.0
2020-07-15,17d,854.0
2020-07-16,17d,858.0
2020-07-17,17d,867.0
2020-07-18,17d,872.0
2020-07-19,17d,872.0
2020-07-20,17d,872.0
2020-07-21,17d,897.0
2020-07-22,17d,922.0
2020-07-23,17d,951.0
2020-07-24,17d,974.0
2020-07-25,17d,1037.0
2020-07-26,17d,1037.0
2020-07-27,17d,1038.0
2020-01-22,18d,
2020-01-23,18d,
2020-01-24,18d,
2020-01-25,18d,
2020-01-26,18d,
2020-01-27,18d,
2020-01-28,18d,
2020-01-29,18d,
2020-01-30,18d,
2020-01-31,18d,
2020-02-01,18d,
2020-02-02,18d,
2020-02-03,18d,
2020-02-04,18d,
2020-02-05,18d,
2020-02-06,18d,
2020-02-07,18d,
2020-02-08,18d,0.0
2020-02-09,18d,0.0
2020-02-10,18d,0.0
2020-02-11,18d,0.0
2020-02-12,18d,0.0
2020-02-13,18d,0.0
2020-02-14,18d,0.0
2020-02-15,18d,0.0
2020-02-16,18d,0.0
2020-02-17,18d,0.0
2020-02-18,18d,0.0
2020-02-19,18d,0.0
2020-02-20,18d,0.0
2020-02-21,18d,0.0
2020-02-22,18d,0.0
2020-02-23,18d,0.0
2020-02-24,18d,0.0
2020-02-25,18d,0.0
2020-02-26,18d,0.0
2020-02-27,18d,0.0
2020-02-28,18d,0.0
2020-02-29,18d,0.0
2020-03-01,18d,0.0
2020-03-02,18d,0.75
2020-03-03,18d,1.75
2020-03-04,18d,2.0
2020-03-05,18d,2.0
2020-03-06,18d,2.75
2020-03-07,18d,2.75
2020-03-08,18d,3.0
2020-03-09,18d,3.0
2020-03-10,18d,3.0
2020-03-11,18d,3.75
2020-03-12,18d,4.0
2020-03-13,18d,4.0
2020-03-14,18d,4.0
2020-03-15,18d,5.5
2020-03-16,18d,6.0
2020-03-17,18d,7.5
2020-03-18,18d,8.75
2020-03-19,18d,13.5
2020-03-20,18d,19.5
2020-03-21,18d,21.75
2020-03-22,18d,28.75
2020-03-23,18d,42.25
2020-03-24,18d,57.25
2020-03-25,18d,66.25
2020-03-26,18d,89.75
2020-03-27,18d,131.5
2020-03-28,18d,209.0
2020-03-29,18d,231.75
2020-03-30,18d,291.25
2020-03-31,18d,378.5
2020-04-01,18d,487.25
2020-04-02,18d,518.25
2020-04-03,18d,562.5
2020-04-04,18d,790.0
2020-04-05,18d,956.25
2020-04-06,18d,1108.75
2020-04-07,18d,1227.75
2020-04-08,18d,1257.75
2020-04-09,18d,1278.5
2020-04-10,18d,1401.25
2020-04-11,18d,1818.0
2020-04-12,18d,1865.5
2020-04-13,18d,1865.5
2020-04-14,18d,1953.0
2020-04-15,18d,1968.0
2020-04-16,18d,1979.5
2020-04-17,18d,2036.75
2020-04-18,18d,2036.75
2020-04-19,18d,2036.75
2020-04-20,18d,2036.75
2020-04-21,18d,2071.5
2020-04-22,18d,2074.0
2020-04-23,18d,2074.0
2020-04-24,18d,2074.0
2020-04-25,18d,2074.0
2020-04-26,18d,2074.0
2020-04-27,18d,2074.0
2020-04-28,18d,2074.0
2020-04-29,18d,2125.0
2020-04-30,18d,2135.0
2020-05-01,18d,2135.0
2020-05-02,18d,2107.0
2020-05-03,18d,2074.0
2020-05-04,18d,2059.25
2020-05-05,18d,2059.25
2020-05-06,18d,2059.25
2020-05-07,18d,2104.0
2020-05-08,18d,2104.0
2020-05-09,18d,2059.25
2020-05-10,18d,2014.5
2020-05-11,18d,2014.5
2020-05-12,18d,2014.5
2020-05-13,18d,2014.5
2020-05-14,18d,2014.5
2020-05-15,18d,2014.5
2020-05-16,18d,1916.75
2020-05-17,18d,1848.0
2020-05-18,18d,1772.5
2020-05-19,18d,1758.25
2020-05-20,18d,1758.25
2020-05-21,18d,1758.25
2020-05-22,18d,1758.25
2020-05-23,18d,1647.5
2020-05-24,18d,1494.5
2020-05-25,18d,1462.0
2020-05-26,18d,1422.0
2020-05-27,18d,1391.0
2020-05-28,18d,1391.0
2020-05-29,18d,1391.0
2020-05-30,18d,1374.75
2020-05-31,18d,1332.5
2020-06-01,18d,1323.25
2020-06-02,18d,1295.0
2020-06-03,18d,1295.0
2020-06-04,18d,1295.0
2020-06-05,18d,1295.0
2020-06-06,18d,1214.25
2020-06-07,18d,1149.25
2020-06-08,18d,1042.75
2020-06-09,18d,983.0
2020-06-10,18d,951.5
2020-06-11,18d,951.5
2020-06-12,18d,951.5
2020-06-13,18d,951.5
2020-06-14,18d,921.25
2020-06-15,18d,898.0
2020-06-16,18d,895.5
2020-06-17,18d,887.25
2020-06-18,18d,887.25
2020-06-19,18d,887.25
2020-06-20,18d,869.5
2020-06-21,18d,810.25
2020-06-22,18d,770.75
2020-06-23,18d,757.5
2020-06-24,18d,757.5
2020-06-25,18d,770.75
2020-06-26,18d,770.75
2020-06-27,18d,757.5
2020-06-28,18d,727.75
2020-06-29,18d,720.0
2020-06-30,18d,707.0
2020-07-01,18d,707.0
2020-07-02,18d,707.0
2020-07-03,18d,707.0
2020-07-04,18d,703.25
2020-07-05,18d,700.0
2020-07-06,18d,686.5
2020-07-07,18d,700.0
2020-07-08,18d,706.25
2020-07-09,18d,720.0
2020-07-10,18d,821.5
2020-07-11,18d,829.75
2020-07-12,18d,829.75
2020-07-13,18d,743.0
2020-07-14,18d,751.75
2020-07-15,18d,829.75
2020-07-16,18d,857.0
2020-07-17,18d,864.75
2020-07-18,18d,870.75
2020-07-19,18d,870.75
2020-07-20,18d,870.75
2020-07-21,18d,890.75
2020-07-22,18d,915.75
2020-07-23,18d,943.75
2020-07-24,18d,968.25
2020-07-25,18d,1021.25
2020-07-26,18d,1021.25
2020-07-27,18d,1037.75
2020-01-22,19d,
2020-01-23,19d,
2020-01-24,19d,
2020-01-25,19d,
2020-01-26,19d,
2020-01-27,19d,
2020-01-28,19d,
2020-01-29,19d,
2020-01-30,19d,
2020-01-31,19d,
2020-02-01,19d,
2020-02-02,19d,
2020-02-03,19d,
2020-02-04,19d,
2020-02-05,19d,
2020-02-06,19d,
2020-02-07,19d,
2020-02-08,19d,
2020-02-09,19d,0.0
2020-02-10,19d,0.0
2020-02-11,19d,0.0
2020-02-12,19d,0.0
2020-02-13,19d,0.0
2020-02-14,19d,0.0
2020-02-15,19d,0.0
2020-02-16,19d,0.0
2020-02-17,19d,0.0
2020-02-18,19d,0.0
2020-02-19,19d,0.0
2020-02-20,19d,0.0
2020-02-21,19d,0.0
2020-02-22,19d,0.0
2020-02-23,19d,0.0
2020-02-24,19d,0.0
2020-02-25,19d,0.0
2020-02-26,19d,0.0
2020-02-27,19d,0.0
2020-02-28,19d,0.0
2020-02-29,19d,0.0
2020-03-01,19d,0.0
2020-03-02,19d,0.5
2020-03-03,19d,1.5
2020-03-04,19d,2.0
2020-03-05,19d,2.0
2020-03-06,19d,2.5
2020-03-07,19d,2.5
2020-03-08,19d,3.0
2020-03-09,19d,3.0
2020-03-10,19d,3.0
2020-03-11,19d,3.5
2020-03-12,19d,4.0
2020-03-13,19d,4.0
2020-03-14,19d,4.0
2020-03-15,19d,5.0
2020-03-16,19d,6.0
2020-03-17,19d,7.0
2020-03-18,19d,8.5
2020-03-19,19d,12.0
2020-03-20,19d,18.0
2020-03-21,19d,21.5
2020-03-22,19d,26.5
2020-03-23,19d,38.5
2020-03-24,19d,53.5
2020-03-25,19d,64.5
2020-03-26,19d,82.5
2020-03-27,19d,120.0
2020-03-28,19d,187.0
2020-03-29,19d,231.5
2020-03-30,19d,271.5
2020-03-31,19d,356.0
2020-04-01,19d,458.5
2020-04-02,19d,517.5
2020-04-03,19d,548.0
2020-04-04,19d,719.0
2020-04-05,19d,924.5
2020-04-06,19d,1068.5
2020-04-07,19d,1201.5
2020-04-08,19d,1256.5
2020-04-09,19d,1272.0
2020-04-10,19d,1362.5
2020-04-11,19d,1692.0
2020-04-12,19d,1787.0
2020-04-13,19d,1787.0
2020-04-14,19d,1950.0
2020-04-15,19d,1964.0
2020-04-16,19d,1977.0
2020-04-17,19d,2018.5
2020-04-18,19d,2018.5
2020-04-19,19d,2018.5
2020-04-20,19d,2018.5
2020-04-21,19d,2066.0
2020-04-22,19d,2071.0
2020-04-23,19d,2071.0
2020-04-24,19d,2071.0
2020-04-25,19d,2071.0
2020-04-26,19d,2071.0
2020-04-27,19d,2071.0
2020-04-28,19d,2071.0
2020-04-29,19d,2109.0
2020-04-30,19d,2129.0
2020-05-01,19d,2129.0
2020-05-02,19d,2129.0
2020-05-03,19d,2097.0
2020-05-04,19d,2071.0
2020-05-05,19d,2071.0
2020-05-06,19d,2053.5
2020-05-07,19d,2091.0
2020-05-08,19d,2091.0
2020-05-09,19d,2091.0
2020-05-10,19d,2053.5
2020-05-11,19d,1987.0
2020-05-12,19d,1987.0
2020-05-13,19d,1987.0
2020-05-14,19d,1987.0
2020-05-15,19d,1987.0
2020-05-16,19d,1987.0
2020-05-17,19d,1901.5
2020-05-18,19d,1825.0
2020-05-19,19d,1766.0
2020-05-20,19d,1737.5
2020-05-21,19d,1737.5
2020-05-22,19d,1737.5
2020-05-23,19d,1737.5
2020-05-24,19d,1599.0
2020-05-25,19d,1487.0
2020-05-26,19d,1452.0
2020-05-27,19d,1412.0
2020-05-28,19d,1390.0
2020-05-29,19d,1390.0
2020-05-30,19d,1390.0
2020-05-31,19d,1361.5
2020-06-01,19d,1330.0
2020-06-02,19d,1321.5
2020-06-03,19d,1272.0
2020-06-04,19d,1272.0
2020-06-05,19d,1272.0
2020-06-06,19d,1272.0
2020-06-07,19d,1202.5
2020-06-08,19d,1119.5
2020-06-09,19d,1025.5
2020-06-10,19d,975.0
2020-06-11,19d,944.0
2020-06-12,19d,944.0
2020-06-13,19d,944.0
2020-06-14,19d,944.0
2020-06-15,19d,913.5
2020-06-16,19d,898.0
2020-06-17,19d,893.0
2020-06-18,19d,886.5
2020-06-19,19d,886.5
2020-06-20,19d,886.5
2020-06-21,19d,854.0
2020-06-22,19d,797.5
2020-06-23,19d,769.5
2020-06-24,19d,748.0
2020-06-25,19d,769.5
2020-06-26,19d,769.5
2020-06-27,19d,769.5
2020-06-28,19d,748.0
2020-06-29,19d,726.5
2020-06-30,19d,716.0
2020-07-01,19d,706.0
2020-07-02,19d,706.0
2020-07-03,19d,706.0
2020-07-04,19d,706.0
2020-07-05,19d,702.5
2020-07-06,19d,699.0
2020-07-07,19d,699.0
2020-07-08,19d,704.5
2020-07-09,19d,716.0
2020-07-10,19d,789.0
2020-07-11,19d,805.5
2020-07-12,19d,805.5
2020-07-13,19d,805.5
2020-07-14,19d,746.5
2020-07-15,19d,805.5
2020-07-16,19d,856.0
2020-07-17,19d,862.5
2020-07-18,19d,869.5
2020-07-19,19d,869.5
2020-07-20,19d,869.5
2020-07-21,19d,884.5
2020-07-22,19d,909.5
2020-07-23,19d,936.5
2020-07-24,19d,962.5
2020-07-25,19d,1005.5
2020-07-26,19d,1005.5
2020-07-27,19d,1037.5
2020-01-22,20d,
2020-01-23,20d,
2020-01-24,20d,
2020-01-25,20d,
2020-01-26,20d,
2020-01-27,20d,
2020-01-28,20d,
2020-01-29,20d,
2020-01-30,20d,
2020-01-31,20d,
2020-02-01,20d,
2020-02-02,20d,
2020-02-03,20d,
2020-02-04,20d,
2020-02-05,20d,
2020-02-06,20d,
2020-02-07,20d,
2020-02-08,20d,
2020-02-09,20d,
2020-02-10,20d,0.0
2020-02-11,20d,0.0
2020-02-12,20d,0.0
2020-02-13,20d,0.0
2020-02-14,20d,0.0
2020-02-15,20d,0.0
2020-02-16,20d,0.0
2020-02-17,20d,0.0
2020-02-18,20d,0.0
2020-02-19,20d,0.0
2020-02-20,20d,0.0
2020-02-21,20d,0.0
2020-02-22,20d,0.0
2020-02-23,20d,0.0
2020-02-24,20d,0.0
2020-02-25,20d,0.0
2020-02-26,20d,0.0
2020-02-27,20d,0.0
2020-02-28,20d,0.0
2020-02-29,20d,0.0
2020-03-01,20d,0.0
2020-03-02,20d,0.25
2020-03-03,20d,1.25
2020-03-04,20d,2.0
2020-03-05,20d,2.0
2020-03-06,20d,2.25
2020-03-07,20d,2.25
2020-03-08,20d,3.0
2020-03-09,20d,3.0
2020-03-10,20d,3.0
2020-03-11,20d,3.25
2020-03-12,20d,4.0
2020-03-13,20d,4.0
2020-03-14,20d,4.0
2020-03-15,20d,4.5
2020-03-16,20d,6.0
2020-03-17,20d,6.5
2020-03-18,20d,8.25
2020-03-19,20d,10.5
2020-03-20,20d,16.5
2020-03-21,20d,21.25
2020-03-22,20d,24.25
2020-03-23,20d,34.75
2020-03-24,20d,49.75
2020-03-25,20d,62.75
2020-03-26,20d,75.25
2020-03-27,20d,108.5
2020-03-28,20d,165.0
2020-03-29,20d,231.25
2020-03-30,20d,251.75
2020-03-31,20d,333.5
2020-04-01,20d,429.75
2020-04-02,20d,516.75
2020-04-03,20d,533.5
2020-04-04,20d,648.0
2020-04-05,20d,892.75
2020-04-06,20d,1028.25
2020-04-07,20d,1175.25
2020-04-08,20d,1255.25
2020-04-09,20d,1265.5
2020-04-10,20d,1323.75
2020-04-11,20d,1566.0
2020-04-12,20d,1708.5
2020-04-13,20d,1708.5
2020-04-14,20d,1947.0
2020-04-15,20d,1960.0
2020-04-16,20d,1974.5
2020-04-17,20d,2000.25
2020-04-18,20d,2000.25
2020-04-19,20d,2000.25
2020-04-20,20d,2000.25
2020-04-21,20d,2060.5
2020-04-22,20d,2068.0
2020-04-23,20d,2068.0
2020-04-24,20d,2068.0
2020-04-25,20d,2068.0
2020-04-26,20d,2068.0
2020-04-27,20d,2068.0
2020-04-28,20d,2068.0
2020-04-29,20d,2093.0
2020-04-30,20d,2123.0
2020-05-01,20d,2123.0
2020-05-02,20d,2123.0
2020-05-03,20d,2123.0
2020-05-04,20d,2087.0
2020-05-05,20d,2087.0
2020-05-06,20d,2068.0
2020-05-07,20d,2078.0
2020-05-08,20d,2078.0
2020-05-09,20d,2078.0
2020-05-10,20d,2078.0
2020-05-11,20d,2047.75
2020-05-12,20d,1959.5
2020-05-13,20d,1959.5
2020-05-14,20d,1959.5
2020-05-15,20d,1959.5
2020-05-16,20d,1959.5
2020-05-17,20d,1959.5
2020-05-18,20d,1886.25
2020-05-19,20d,1802.0
2020-05-20,20d,1759.5
2020-05-21,20d,1716.75
2020-05-22,20d,1716.75
2020-05-23,20d,1716.75
2020-05-24,20d,1716.75
