datetimeobject,epochmilli,STUSPS,COUNTYGEOID,positiveIncrease,positiveCumulative,deathIncrease,deathCumulative,positiveRate,deathRate,positiveIncreaseRate,deathIncreaseRate,ndays
2020-02-01,1580515200000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
2020-02-02,1580601600000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
2020-02-03,1580688000000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
2020-02-04,1580774400000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
2020-02-05,1580860800000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
2020-02-06,1580947200000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
2020-02-07,1581033600000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
2020-02-08,1581120000000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
2020-02-09,1581206400000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
2020-02-10,1581292800000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
2020-02-11,1581379200000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
2020-02-12,1581465600000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
2020-02-13,1581552000000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
2020-02-14,1581638400000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23
2020-02-15,1581724800000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
2020-02-16,1581811200000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
2020-02-17,1581897600000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26
2020-02-18,1581984000000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
2020-02-19,1582070400000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28
2020-02-20,1582156800000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29
2020-02-21,1582243200000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
2020-02-22,1582329600000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31
2020-02-23,1582416000000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32
2020-02-24,1582502400000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33
2020-02-25,1582588800000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34
2020-02-26,1582675200000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35
2020-02-27,1582761600000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36
2020-02-28,1582848000000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37
2020-02-29,1582934400000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38
2020-03-01,1583020800000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39
2020-03-02,1583107200000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
2020-03-03,1583193600000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41
2020-03-04,1583280000000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42
2020-03-05,1583366400000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43
2020-03-06,1583452800000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44
2020-03-07,1583539200000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45
2020-03-08,1583625600000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
2020-03-09,1583712000000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
2020-03-10,1583798400000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
2020-03-11,1583884800000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49
2020-03-12,1583971200000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
2020-03-13,1584057600000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51
2020-03-14,1584144000000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52
2020-03-15,1584230400000,DC,11001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
2020-03-16,1584316800000,DC,11001,22.0,22.0,0.0,0.0,3.1172555681977583,0.0,3.1172555681977583,0.0,54
2020-03-17,1584403200000,DC,11001,0.0,22.0,0.0,0.0,3.1172555681977583,0.0,0.0,0.0,55
2020-03-18,1584489600000,DC,11001,9.0,31.0,0.0,0.0,4.392496482460478,0.0,1.2752409142627195,0.0,56
2020-03-19,1584576000000,DC,11001,9.0,40.0,0.0,0.0,5.667737396723198,0.0,1.2752409142627195,0.0,57
2020-03-20,1584662400000,DC,11001,31.0,71.0,0.0,0.0,10.060233879183675,0.0,4.392496482460478,0.0,58
2020-03-21,1584748800000,DC,11001,27.0,98.0,0.0,0.0,13.885956621971834,0.0,3.8257227427881584,0.0,59
2020-03-22,1584835200000,DC,11001,4.0,102.0,2.0,2.0,14.452730361644154,0.28338686983615985,0.5667737396723197,0.28338686983615985,60
2020-03-23,1584921600000,DC,11001,18.0,120.0,0.0,2.0,17.00321219016959,0.28338686983615985,2.550481828525439,0.0,61
2020-03-24,1585008000000,DC,11001,21.0,141.0,0.0,2.0,19.978774323449272,0.28338686983615985,2.9755621332796784,0.0,62
2020-03-25,1585094400000,DC,11001,46.0,187.0,0.0,2.0,26.496672329680948,0.28338686983615985,6.517898006231677,0.0,63
2020-03-26,1585180800000,DC,11001,44.0,231.0,1.0,3.0,32.731183466076466,0.4250803047542398,6.234511136395517,0.14169343491807992,64
2020-03-27,1585267200000,DC,11001,40.0,271.0,0.0,3.0,38.39892086279966,0.4250803047542398,5.667737396723198,0.0,65
2020-03-28,1585353600000,DC,11001,33.0,304.0,1.0,4.0,43.0748042150963,0.5667737396723197,4.675883352296638,0.14169343491807992,66
2020-03-29,1585440000000,DC,11001,38.0,342.0,1.0,5.0,48.45915474198334,0.7084671745903998,5.3843505268870375,0.14169343491807992,67
2020-03-30,1585526400000,DC,11001,59.0,401.0,4.0,9.0,56.81906740215006,1.2752409142627195,8.359912660166716,0.5667737396723197,68
2020-03-31,1585612800000,DC,11001,94.0,495.0,0.0,9.0,70.13825028444957,1.2752409142627195,13.319182882299513,0.0,69
2020-04-01,1585699200000,DC,11001,91.0,586.0,0.0,9.0,83.03235286199485,1.2752409142627195,12.894102577545274,0.0,70
2020-04-02,1585785600000,DC,11001,67.0,653.0,3.0,12.0,92.5258130015062,1.7003212190169592,9.493460139511356,0.4250803047542398,71
2020-04-03,1585872000000,DC,11001,104.0,757.0,3.0,15.0,107.2619302329865,2.125401523771199,14.736117231480314,0.4250803047542398,72
2020-04-04,1585958400000,DC,11001,145.0,902.0,6.0,21.0,127.80747829610812,2.9755621332796784,20.54554806312159,0.8501606095084796,73
2020-04-05,1586044800000,DC,11001,100.0,1002.0,1.0,22.0,141.9768217879161,3.1172555681977583,14.169343491807993,0.14169343491807992,74
2020-04-06,1586131200000,DC,11001,95.0,1097.0,0.0,22.0,155.43769810513368,3.1172555681977583,13.460876317217593,0.0,75
2020-04-07,1586217600000,DC,11001,114.0,1211.0,0.0,22.0,171.5907496857948,3.1172555681977583,16.153051580661113,0.0,76
2020-04-08,1586304000000,DC,11001,229.0,1440.0,5.0,27.0,204.0385462820351,3.8257227427881584,32.4477965962403,0.7084671745903998,77
2020-04-09,1586390400000,DC,11001,83.0,1523.0,5.0,32.0,215.79910138023575,4.534189917378558,11.760555098200635,0.7084671745903998,78
2020-04-10,1586476800000,DC,11001,137.0,1660.0,6.0,38.0,235.21110196401267,5.3843505268870375,19.41200058377695,0.8501606095084796,79
2020-04-11,1586563200000,DC,11001,118.0,1778.0,9.0,47.0,251.93092728434613,6.6595914411497565,16.71982532033343,1.2752409142627195,80
2020-04-12,1586649600000,DC,11001,97.0,1875.0,3.0,50.0,265.6751904713999,7.0846717459039965,13.744263187053754,0.4250803047542398,81
2020-04-13,1586736000000,DC,11001,80.0,1955.0,2.0,52.0,277.01066526484624,7.368058615740157,11.335474793446396,0.28338686983615985,82
2020-04-14,1586822400000,DC,11001,103.0,2058.0,15.0,67.0,291.6050890614085,9.493460139511356,14.594423796562234,2.125401523771199,83
2020-04-15,1586908800000,DC,11001,139.0,2197.0,5.0,72.0,311.3004765150216,10.201927314101756,19.69538745361311,0.7084671745903998,84
2020-04-16,1586995200000,DC,11001,153.0,2350.0,9.0,81.0,332.9795720574878,11.477168228364475,21.679095542466232,1.2752409142627195,85
2020-04-17,1587081600000,DC,11001,126.0,2476.0,5.0,86.0,350.8329448571659,12.185635402954876,17.853372799678073,0.7084671745903998,86
2020-04-18,1587168000000,DC,11001,190.0,2666.0,5.0,91.0,377.7546974916011,12.894102577545274,26.921752634435187,0.7084671745903998,87
2020-04-19,1587254400000,DC,11001,127.0,2793.0,5.0,96.0,395.74976372619733,13.602569752135674,17.995066234596152,0.7084671745903998,88
2020-04-20,1587340800000,DC,11001,134.0,2927.0,9.0,105.0,414.73668400522,14.877810666398394,18.986920279022712,1.2752409142627195,89
2020-04-21,1587427200000,DC,11001,171.0,3098.0,7.0,112.0,438.96626137621166,15.869664710824953,24.22957737099167,0.9918540444265596,90
2020-04-22,1587513600000,DC,11001,108.0,3206.0,15.0,127.0,454.26915234736424,17.995066234596152,15.302890971152634,2.125401523771199,91
2020-04-23,1587600000000,DC,11001,155.0,3361.0,12.0,139.0,476.2316347596667,19.69538745361311,21.962482412302393,1.7003212190169592,92
2020-04-24,1587686400000,DC,11001,167.0,3528.0,14.0,153.0,499.89443839098607,21.679095542466232,23.662803631319353,1.9837080888531191,93
2020-04-25,1587772800000,DC,11001,171.0,3699.0,12.0,165.0,524.1240157619777,23.379416761483192,24.22957737099167,1.7003212190169592,94
2020-04-26,1587859200000,DC,11001,142.0,3841.0,13.0,178.0,544.244483520345,25.221431415418227,20.12046775836735,1.8420146539350393,95
2020-04-27,1587945600000,DC,11001,51.0,3892.0,7.0,185.0,551.4708487011671,26.213285459844787,7.226365180822077,0.9918540444265596,96
2020-04-28,1588032000000,DC,11001,102.0,3994.0,5.0,190.0,565.9235790628113,26.921752634435187,14.452730361644154,0.7084671745903998,97
2020-04-29,1588118400000,DC,11001,112.0,4106.0,15.0,205.0,581.7932437736363,29.047154158206386,15.869664710824953,2.125401523771199,98
2020-04-30,1588204800000,DC,11001,217.0,4323.0,19.0,224.0,612.5407191508596,31.739329421649906,30.747475377223346,2.6921752634435188,99
2020-05-01,1588291200000,DC,11001,335.0,4658.0,7.0,231.0,660.0080198484163,32.731183466076466,47.46730069755678,0.9918540444265596,100
2020-05-02,1588377600000,DC,11001,139.0,4797.0,9.0,240.0,679.7034073020295,34.00642438033918,19.69538745361311,1.2752409142627195,101
2020-05-03,1588464000000,DC,11001,219.0,5016.0,11.0,251.0,710.7342695490889,35.565052164438065,31.030862247059506,1.5586277840988791,102
2020-05-04,1588550400000,DC,11001,154.0,5170.0,7.0,258.0,732.5550585264733,36.556906208864625,21.82078897738431,0.9918540444265596,103
2020-05-05,1588636800000,DC,11001,152.0,5322.0,6.0,264.0,754.0924606340214,37.4070668183731,21.53740210754815,0.8501606095084796,104
2020-05-06,1588723200000,DC,11001,139.0,5461.0,13.0,277.0,773.7878480876345,39.24908147230814,19.69538745361311,1.8420146539350393,105
2020-05-07,1588809600000,DC,11001,193.0,5654.0,8.0,285.0,801.1346810268241,40.382628951652784,27.346832939189426,1.1335474793446394,106
2020-05-08,1588896000000,DC,11001,245.0,5899.0,19.0,304.0,835.8495725817535,43.0748042150963,34.71489155492959,2.6921752634435188,107
